crop,disease,visual_description,treatment,formality
2,5,manifestation rice manifest elongated hole irregular outline chewed leaf margin accompanied appearance small black beetle,implementation specific insecticidal treatment aimed mitigating hispa population rice field advisable,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin alongside appearance small black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,rice plant exhibit elongated hole irregular border chewed leaf margin addition presence minute black beetle,recommended apply targeted insecticidal treatment manage hispa population rice field efficiently,0
2,5,visual indication rice include elongated hole irregular edge leaf margin appear chewed alongside presence tiny black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,manifestation rice manifest elongated hole irregular outline chewed leaf margin accompanied appearance small black beetle,implementation specific insecticidal treatment aimed mitigating hispa population rice field advisable,0
2,5,symptom rice include presence elongated hole irregular edge chewed leaf margin alongside appearance small black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,5,rice plant exhibit elongated hole irregular border chewed leaf margin addition presence minute black beetle,recommended apply targeted insecticidal treatment manage hispa population rice field efficiently,0
2,5,visual indication rice include elongated hole irregular edge leaf margin appear chewed alongside presence tiny black beetle,advisable adopt appropriate insecticidal measure control hispa infestation rice field effectively,0
2,7,rice leaf appear though targeted paintball assault adorned peculiar gray patch,time shower rice plant anti fungal remedy,1
2,7,foliage rice plant seems attack peculiar gray blotch spreading quicker rumor close knit community,hit em fungicidal treatment wrap,1
2,7,someone accidentally spilled gray paint across rice leaf transforming contemporary art debacle,let bring fungicidal spray rescue situation,1
2,7,rice foliage serving unwelcome venue uninvited guest grayish patch gatecrashing verdant celebration,time demonstrate authority generous application fungicidal spray,1
2,7,rice leaf resemble target paintball skirmish adorned strange gray marking,need shower rice plant anti fungal solution,1
2,7,leaf rice plant harassed peculiar gray spot spreading faster gossip small village,treat fungicide done,1
2,7,like gray paint spilled rice leaf turning artwork gone wrong,let grab fungicide spray save day,1
2,7,rice leaf playing host unwelcome intruder gray blotch disrupting natural harmony,time assert control solid spray fungicide,1
2,7,rice leaf appearance attacked paintball gun covered odd gray blotch,need apply anti fungal treatment rice plant,1
2,7,foliage rice plant siege peculiar gray patch spreading faster rumor close community,hit fungicide call day,1
2,7,though someone spilled gray paint rice leaf turning art calamity,time bring fungicide save day,1
2,7,rice leaf hosting unwelcome visitor grayish patch crashing green scene,let take charge good spray fungicide,1
2,7,rice leaf look like hit paintball bombardment adorned peculiar gray blotch,need shower rice plant anti fungal solution,1
2,7,leaf rice plant harassed peculiar gray patch spreading faster gossip small town,treat fungicide done,1
2,7,like gray paint spilled rice leaf turning art disaster,let grab fungicide spray save day,1
2,7,rice leaf playing host unwelcome guest gray blotch disrupting green party,time assert control solid spray fungicide,1
2,7,rice leaf appear though hit paintball assault adorned peculiar gray splotch,need shower rice plant anti fungal solution,1
2,7,leaf rice plant harassed peculiar gray spot spreading faster rumor close community,treat fungicide done,1
2,7,like gray paint spilled rice leaf turning art calamity,let grab fungicide spray save day,1
2,7,rice leaf playing host unwelcome visitor grayish patch crashing green scene,let take charge good spray fungicide,1
2,7,rice leaf look like hit paintball bombardment adorned peculiar gray splotch,need shower rice plant anti fungal solution,1
2,7,leaf rice plant harassed peculiar gray patch spreading faster gossip small town,treat fungicide done,1
2,7,like gray paint spilled rice leaf turning art disaster,let grab fungicide spray save day,1
2,7,rice leaf playing host unwelcome guest gray blotch disrupting green party,time assert control solid spray fungicide,1
